canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_type,standard_value,type,value
Cc1ccc(CC(=O)N2CC[C@H](NC(=O)CCn3c(=O)[nH]c4ccccc43)[C@H](C(=O)N[C@H](CC3CCCCC3)C(=O)N(C)C)C2)c(F)c1,CHEMBL6190558,=,=,IC50,17.0,IC50,0.017
Cc1ccc(CC(=O)N2CC[C@H](NC(=O)CCn3c(=O)[nH]c4ccccc43)[C@H](C(=O)N[C@H](CC3CCCCC3)C(=O)O)C2)c(F)c1,CHEMBL6191913,=,=,IC50,53.0,IC50,0.053
Cc1ccc(CC(=O)N2CC[C@H](NC(=O)CCn3c(=O)[nH]c4ccccc43)[C@H](C(=O)N[C@H](CC3CCCCC3)CN(C)C)C2)c(F)c1,CHEMBL6188872,>,>,IC50,30000.0,IC50,30.0
CNC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6190578,>,>,IC50,30000.0,IC50,30.0
Cc1ccc(CC(=O)N2CC[C@H](NC(=O)CCn3c(=O)[nH]c4ccccc43)[C@H](C(=O)NCCC3CCCCC3)C2)c(F)c1,CHEMBL6191622,>,>,IC50,30000.0,IC50,30.0
CNC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6189218,>,>,IC50,30000.0,IC50,30.0
Cc1ccc(CC(=O)N2CC[C@H](NC(=O)CCn3c(=O)[nH]c4ccccc43)[C@H](C(=O)N[C@@H](C(=O)O)C3CCCCC3)C2)c(F)c1,CHEMBL6189036,=,=,IC50,18000.0,IC50,18.0
Cc1ccc(CC(=O)N2CC[C@H](NC(=O)CCn3c(=O)[nH]c4ccccc43)[C@H](C(=O)N[C@H](Cc3ccccc3)C(=O)O)C2)c(F)c1,CHEMBL6192940,>,>,IC50,30000.0,IC50,30.0
Cc1ccc(CC(=O)N2CC[C@H](NC(=O)CCn3c(=O)[nH]c4ccccc43)[C@H](C(=O)N[C@H](CN3CCCCC3)C(=O)N(C)C)C2)c(F)c1,CHEMBL6192478,>,>,IC50,30000.0,IC50,30.0
Cc1ccc(CC(=O)N2CC[C@H](NC(=O)CCn3c(=O)[nH]c4ccccc43)[C@H](C(=O)N[C@H](CC3CCNCC3)C(=O)N(C)C)C2)c(F)c1,CHEMBL6190522,>,>,IC50,30000.0,IC50,30.0
CNC(=O)[C@@H](CC1CCCCC1)N(C)C(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6189652,>,>,IC50,28000.0,IC50,28.0
CNC(=O)[C@@H](CC1CCCCC1)NC[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6190630,>,>,IC50,30000.0,IC50,30.0
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccccc2)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6192312,>,>,IC50,25000.0,IC50,25.0
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6193156,=,=,IC50,39.0,IC50,0.039
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccccc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6192852,=,=,IC50,7700.0,IC50,7.7
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C(F)(F)F)cc2)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6190279,=,=,IC50,5.0,IC50,0.005
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C(F)(F)F)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6190738,=,=,IC50,5.0,IC50,0.005
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(Cl)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6189870,=,=,IC50,15.0,IC50,0.015
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(OC)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6190026,=,=,IC50,870.0,IC50,0.87
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)nc2)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6188392,>,>,IC50,30000.0,IC50,30.0
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)CC2CCC(C(F)(F)F)CC2)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6190970,=,=,IC50,60.0,IC50,0.06
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)C(C)c2ccc(C)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6192364,=,=,IC50,2500.0,IC50,2.5
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Nc2ccc(C(F)(F)F)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6191990,=,=,IC50,5.0,IC50,0.005
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)c2ccc(Cl)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6192706,>,>,IC50,30000.0,IC50,30.0
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(CCc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6193488,>,>,IC50,30000.0,IC50,30.0
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)Cn1c(=O)[nH]c2ccccc21,CHEMBL6189579,>,>,IC50,30000.0,IC50,30.0
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCCn1c(=O)[nH]c2ccccc21,CHEMBL6190495,=,=,IC50,7500.0,IC50,7.5
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)[C@H]1C[C@@H](n2c(=O)[nH]c3ccccc32)C1,CHEMBL6192629,>,>,IC50,30000.0,IC50,30.0
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NCCCn1c(=O)[nH]c2ccccc21,CHEMBL6189292,>,>,IC50,30000.0,IC50,30.0
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1N(C)C(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6189308,>,>,IC50,27000.0,IC50,27.0
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCn1cnc2ccccc21,CHEMBL6192806,>,>,IC50,30000.0,IC50,30.0
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)oc2ccccc21,CHEMBL6188994,=,=,IC50,6200.0,IC50,6.2
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCc1ccc[nH]c1=O,CHEMBL6192310,=,=,IC50,12000.0,IC50,12.0
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccc(C)cc21,CHEMBL6191411,=,=,IC50,14.0,IC50,0.014
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2cc(C)ccc21,CHEMBL6190364,=,=,IC50,8.0,IC50,0.008
Cc1ccc2c(c1)[nH]c(=O)n2CCC(=O)N[C@H]1CCN(C(=O)Cc2ccc(C(F)(F)F)cc2F)C[C@H]1C(=O)N[C@H](CC1CCCCC1)C(=O)N(C)C,CHEMBL6189544,=,=,IC50,5.0,IC50,0.005
CN(C)C(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C(F)(F)F)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2cc(CC(C)(C)O)ccc21,CHEMBL6193169,=,=,IC50,4.0,IC50,0.004
C=CC(=O)Nc1ccc2[nH]c(=O)n(CCC(=O)N[C@H]3CCN(C(=O)Cc4ccc(C)cc4F)C[C@H]3C(=O)N[C@H](CC3CCCCC3)C(=O)NC)c2c1,CHEMBL6192541,=,=,IC50,9.0,IC50,0.009
CCC(=O)Nc1ccc2[nH]c(=O)n(CCC(=O)N[C@H]3CCN(C(=O)Cc4ccc(C)cc4F)C[C@H]3C(=O)N[C@H](CC3CCCCC3)C(=O)NC)c2c1,CHEMBL6189964,=,=,IC50,16.0,IC50,0.016
C=CS(=O)(=O)Nc1ccc2[nH]c(=O)n(CCC(=O)N[C@H]3CCN(C(=O)Cc4ccc(C)cc4F)C[C@H]3C(=O)N[C@H](CC3CCCCC3)C(=O)NC)c2c1,CHEMBL6189085,=,=,IC50,9.0,IC50,0.009
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)C1CN(C(=O)Cc2ccc(C)cc2F)CCC1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6191148,=,=,IC50,0.228,IC50,0.228
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6191272,>,>,IC50,30000.0,IC50,30.0
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,CHEMBL6192554,>,>,IC50,30000.0,IC50,30.0
