canonical_smiles,pIC50
CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(-c3ccc(-c4ccccc4)cc3)s2)=C(O)C1,4.6823544567788415
CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(I)s2)=C(O)C1,4.649170726417032
COc1ccc2cc(-c3ccc(C(C4=C(O)CC(C)(C)CC4=O)C4=C(O)CC(C)(C)CC4=O)s3)ccc2c1,4.64762450499948
CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(-c3cccc(F)c3)s2)=C(O)C1,4.627640417475677
CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(Br)s2)=C(O)C1,4.614036429399302
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccccc2)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,4.6020599913279625
CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(-c3ccc(Cl)cc3)s2)=C(O)C1,4.593119329950875
CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(Cl)s2)=C(O)C1,4.589560213789653
CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(-c3ccc(F)cc3)s2)=C(O)C1,4.586867949565128
CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(-c3ccc(-c4ccc(Br)s4)s3)s2)=C(O)C1,4.581864501574768
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1N(C)C(=O)CCn1c(=O)[nH]c2ccccc21,4.568636235841013
CNC(=O)[C@@H](CC1CCCCC1)N(C)C(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,4.552841968657781
CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(-c3ccc(C(C)(C)C)cc3)s2)=C(O)C1,4.543633966870957
CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(-c3ccccc3)s2)=C(O)C1,4.537751784645002
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(CCc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,4.522878745280337
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)c2ccc(Cl)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,4.522878745280337
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)[C@H]1C[C@@H](n2c(=O)[nH]c3ccccc32)C1,4.522878745280337
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NCCCn1c(=O)[nH]c2ccccc21,4.522878745280337
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCn1cnc2ccccc21,4.522878745280337
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)Cn1c(=O)[nH]c2ccccc21,4.522878745280337
Cc1ccc(CC(=O)N2CC[C@H](NC(=O)CCn3c(=O)[nH]c4ccccc43)[C@H](C(=O)N[C@H](Cc3ccccc3)C(=O)O)C2)c(F)c1,4.522878745280337
