canonical_smiles,pIC50
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,4.522878745280337
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,4.522878745280337
CNC(=O)[C@@H](CC1CCCCC1)NC[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,4.522878745280337
Cc1ccc(CC(=O)N2CC[C@H](NC(=O)CCn3c(=O)[nH]c4ccccc43)[C@H](C(=O)N[C@H](CC3CCNCC3)C(=O)N(C)C)C2)c(F)c1,4.522878745280337
Cc1ccc(CC(=O)N2CC[C@H](NC(=O)CCn3c(=O)[nH]c4ccccc43)[C@H](C(=O)N[C@H](CN3CCCCC3)C(=O)N(C)C)C2)c(F)c1,4.522878745280337
CNC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,4.522878745280337
Cc1ccc(CC(=O)N2CC[C@H](NC(=O)CCn3c(=O)[nH]c4ccccc43)[C@H](C(=O)NCCC3CCCCC3)C2)c(F)c1,4.522878745280337
CNC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,4.522878745280337
Cc1ccc(CC(=O)N2CC[C@H](NC(=O)CCn3c(=O)[nH]c4ccccc43)[C@H](C(=O)N[C@H](CC3CCCCC3)CN(C)C)C2)c(F)c1,4.522878745280337
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@H]1CN(C(=O)Cc2ccc(C)cc2F)CC[C@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,4.522878745280337
CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CN(C(=O)Cc2ccc(C)nc2)CC[C@@H]1NC(=O)CCn1c(=O)[nH]c2ccccc21,4.522878745280337
CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(-c3cccnc3)s2)=C(O)C1,4.518844129171965
CCc1ccc(-c2ccc(C(C3=C(O)CC(C)(C)CC3=O)C3=C(O)CC(C)(C)CC3=O)s2)cc1,4.451242171426296
CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(-c3ccccc3F)s2)=C(O)C1,4.408156588775215
CCOc1cccc(-c2sc(C(C3=C(O)CC(C)(C)CC3=O)C3=C(O)CC(C)(C)CC3=O)cc2[N+](=O)[O-])c1,4.382475465113708
COc1ccc(-c2ccc(C(C3=C(O)CC(C)(C)CC3=O)C3=C(O)CC(C)(C)CC3=O)s2)cc1,4.33743103306674
CCc1sc(C(C2=C(O)CC(C)(C)CC2=O)C2=C(O)CC(C)(C)CC2=O)cc1[N+](=O)[O-],4.304255724802677
COCc1ccc(-c2ccc(C(C3=C(O)CC(C)(C)CC3=O)C3=C(O)CC(C)(C)CC3=O)s2)cc1,4.283662712110451
CCc1ccc(C(C2=C(O)CC(C)(C)CC2=O)C2=C(O)CC(C)(C)CC2=O)s1,4.193616498175833
CCc1sc(C(C2=C(O)CCCC2=O)C2=C(O)CCCC2=O)cc1[N+](=O)[O-],4.1134528766088945
CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(-c3ccc4ccccc4c3)s2)=C(O)C1,4.08444188458848
